Name;ProgrammingLanguage;qualifiedName;location;Lines;CommentLines;BlankLines;PreprocessorLines;CodeLines;InactiveLines;ExecutableCodeLines;DeclarativeCodeLines;ExecutionStatements;DeclarationStatements;RatioComment/Code;Units;containedClasses;containedFunctions;usesSourceFiles;usedbySourceFiles;
net_async_base.h;C++;pytorch-master.pytorch-master.caffe2.core.net_async_base;pytorch-master/pytorch-master/caffe2/core/net_async_base.h; 231;  19; 40;16;  160; 0;46;111;28;94;0.12;6;['AsyncNetBase', 'AsyncNetExecutorHelper'];['GetAsyncNetThreadPool', 'getStreamCounters', 'AsyncNetBase', 'AsyncNetBase', 'asyncWait', 'canSchedule', 'canSchedule', 'children', 'event', 'finalizeEvents', 'finishTasks', 'firstTaskOp', 'firstTaskOp', 'firstTaskOpId', 'GetOperators', 'GetOperatorStats', 'getParentCount', 'GetPerOperatorCost', 'GetProfReport', 'handleChainError', 'handleRunError', 'isStreamFree', 'lastTaskOp', 'lastTaskOp', 'lastTaskOpId', 'numOps', 'operator=', 'parents', 'pool', 'pool', 'poolGetter', 'query', 'reset', 'run', 'RunAsync', 'stream', 'SupportsAsync', 'tasksNum', 'TEST_execution_chains', 'testAndSetScheduled', 'updateParentCount', '~AsyncNetBase', 'AsyncNetExecutorHelper', 'GetPool', 'ExecutionOptions', 'hardware_concurrency'];[];[];
net_async_scheduling.h;C++;pytorch-master.pytorch-master.caffe2.core.net_async_scheduling;pytorch-master/pytorch-master/caffe2/core/net_async_scheduling.h; 42;  2; 13;4;  25; 0;2;22;0;20;0.08;0;['AsyncSchedulingNet'];['AsyncSchedulingNet', 'AsyncSchedulingNet', 'Cancel', 'CancelAndFinishAsyncTasks', 'finishRun', 'isInlineTask', 'operator=', 'parentCallback', 'pollAndSchedule', 'reset', 'RunAsync', 'schedule', 'Wait', '~AsyncSchedulingNet'];[];[];
net_async_task.cc;C++;pytorch-master.pytorch-master.caffe2.core.net_async_task;pytorch-master/pytorch-master/caffe2/core/net_async_task.cc; 107;  11; 15;2;  83; 0;41;25;37;38;0.13;7;[];['GetDeviceOption', 'GetFuture', 'GetFuture', 'Reset', 'AsyncTask', 'handleChainError', 'Run'];[];[];
net_async_task.h;C++;pytorch-master.pytorch-master.caffe2.core.net_async_task;pytorch-master/pytorch-master/caffe2/core/net_async_task.h; 39;  3; 12;7;  19; 0;1;16;0;12;0.16;0;['AsyncTask'];['AsyncTask', 'GetDeviceOption', 'GetFuture', 'GetFuture', 'handleChainError', 'Reset', 'Run'];[];[];
net_async_task_future.h;C++;pytorch-master.pytorch-master.caffe2.core.net_async_task_future;pytorch-master/pytorch-master/caffe2/core/net_async_task_future.h; 76;  6; 20;10;  42; 0;7;33;4;31;0.14;2;['AsyncTaskFuture'];['AsyncTaskFuture', 'AsyncTaskFuture', 'AsyncTaskFuture', 'ErrorMessage', 'IsCompleted', 'IsFailed', 'operator=', 'ParentCounter', 'Reset', 'ResetState', 'SetCallback', 'SetCompleted', 'Wait', '~AsyncTaskFuture'];[];[];
net_async_task_graph.cc;C++;pytorch-master.pytorch-master.caffe2.core.net_async_task_graph;pytorch-master/pytorch-master/caffe2/core/net_async_task_graph.cc; 139;  6; 24;2;  108; 0;68;32;79;32;0.06;7;[];['ExecuteGraph', 'FreezeGraph', 'GetFuture', 'Reset', 'AddDependency', 'AsyncTaskGraph', 'CreateNode'];[];[];
net_async_task_graph.h;C++;pytorch-master.pytorch-master.caffe2.core.net_async_task_graph;pytorch-master/pytorch-master/caffe2/core/net_async_task_graph.h; 78;  12; 24;7;  37; 0;6;32;0;26;0.32;1;['AsyncTaskGraph', 'AsyncTaskGraphBase'];['AddDependency', 'AsyncTaskGraph', 'CreateNode', 'ExecuteGraph', 'FreezeGraph', 'GetFuture', 'Reset', 'AddDependency', 'CreateNode', 'ExecuteGraph', 'FreezeGraph', 'GetFuture', 'Reset', '~AsyncTaskGraphBase'];[];[];
net_async_tracing.h;C++;pytorch-master.pytorch-master.caffe2.core.net_async_tracing;pytorch-master/pytorch-master/caffe2/core/net_async_tracing.h; 181;  29; 33;23;  101; 0;22;85;3;70;0.29;5;['Tracer', 'TracerGuard', 'TracingMode'];['create', 'extractShardId', 'isTraceableNetName', 'startIter', 'getCurrentTracerGuard', 'bumpDumpingIter', 'bumpIter', 'config', 'dumpTracingResultAndClearEvents', 'getIter', 'isEnabled', 'linearizeEvents', 'opBlobsInfo', 'opTraceName', 'recordEvent', 'renameThreads', 'serializeEvent', 'setEnabled', 'Tracer', '~Tracer', 'addArgument', 'addArgument', 'addArgument', 'addArgument', 'disable', 'init', 'recordEventStart', 'TracerGuard', '~TracerGuard', 'filepath', 'mode'];[];[];
net_async_tracing_test.cc;C++;pytorch-master.pytorch-master.caffe2.core.net_async_tracing_test;pytorch-master/pytorch-master/caffe2/core/net_async_tracing_test.cc; 114;  20; 41;2;  53; 0;37;36;17;12;0.38;4;[];['TEST', 'TEST', 'TEST', 'testExtractShardId'];[];[];
net_dag_utils.cc;C++;pytorch-master.pytorch-master.caffe2.core.net_dag_utils;pytorch-master/pytorch-master/caffe2/core/net_dag_utils.cc; 516;  77; 41;10;  392; 0;262;120;204;133;0.20;11;[];['computeChains', 'computeGroups', 'prepareOperatorNodes', 'prune', 'pruneOpNodeGraph', 'singleChains', 'updateOperatorNodes', 'check_current_for_chaining', 'commit_chain', 'depth_traverse', 'prepareChainGraphNodes'];[];[];
net_dag_utils_test.cc;C++;pytorch-master.pytorch-master.caffe2.core.net_dag_utils_test;pytorch-master/pytorch-master/caffe2/core/net_dag_utils_test.cc; 296;  14; 65;3;  216; 0;164;164;38;60;0.06;19;['DagUtilTestContext', 'final', 'final'];['CAFFE_ANONYMOUS_VARIABLE_CPUDagUtilTestDummyAsync', 'CAFFE_ANONYMOUS_VARIABLE_CPUDagUtilTestDummySync', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_DagUtilTestDummyAsync', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_DagUtilTestDummySync', 'PrintChains', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'computeChains', 'DagUtilTestContext', 'net_def_', 'DummyAsyncOp', 'DummySyncOp', 'HasAsyncPart', 'RunOnDevice', 'RunOnDevice'];[];[];
net_gpu_test.cc;C++;pytorch-master.pytorch-master.caffe2.core.net_gpu_test;pytorch-master/pytorch-master/caffe2/core/net_gpu_test.cc; 130;  8; 34;6;  85; 0;50;52;27;39;0.09;13;['final'];['CAFFE_ANONYMOUS_VARIABLE_CPUNetTestDummy', 'CAFFE_ANONYMOUS_VARIABLE_CPUNetTestDummy2', 'CAFFE_ANONYMOUS_VARIABLE_CUDANetTestDummy', 'CAFFE_ANONYMOUS_VARIABLE_CUDANetTestDummy2', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_NetTestDummy', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_NetTestDummy2', 'checkChainingAndRun', 'TEST', 'testExecution', 'HasAsyncPart', 'NetTestDummyOp', 'Run', 'SupportsAsyncScheduling'];[];[];
net_parallel.cc;C++;pytorch-master.pytorch-master.caffe2.core.net_parallel;pytorch-master/pytorch-master/caffe2/core/net_parallel.cc; 199;  9; 29;3;  160; 0;93;47;96;50;0.06;13;['C10FlagParser_caffe2_task_graph_engine'];['GetAsyncTaskGraph', 'RegistryName', 'C10FlagParser_caffe2_task_graph_engine', 'finishRun', 'GetOperators', 'handleRunError', 'ParallelNet', 'Pool', 'poolGetter', 'reset', 'RunAsync', 'SupportsAsync', 'Wait'];[];[];
net_simple.cc;C++;pytorch-master.pytorch-master.caffe2.core.net_simple;pytorch-master/pytorch-master/caffe2/core/net_simple.cc; 285;  8; 18;15;  240; 6;161;79;119;62;0.03;6;['C10FlagParser_caffe2_simple_net_benchmark_run_whole_net'];['PairLargerThan', 'C10FlagParser_caffe2_simple_net_benchmark_run_whole_net', 'SimpleNet', 'Run', 'RunAsync', 'TEST_Benchmark'];[];[];
net_simple.h;C++;pytorch-master.pytorch-master.caffe2.core.net_simple;pytorch-master/pytorch-master/caffe2/core/net_simple.h; 56;  11; 11;11;  25; 0;5;16;4;13;0.44;2;['SimpleNet'];['GetOperators', 'operator=', 'Run', 'RunAsync', 'SimpleNet', 'SimpleNet', 'SupportsAsync', 'TEST_Benchmark'];[];[];
net_simple_refcount.cc;C++;pytorch-master.pytorch-master.caffe2.core.net_simple_refcount;pytorch-master/pytorch-master/caffe2/core/net_simple_refcount.cc; 81;  8; 8;11;  55; 0;34;19;36;16;0.15;2;[];['Run', 'SimpleRefCountNet'];[];[];
net_simple_refcount_test.cc;C++;pytorch-master.pytorch-master.caffe2.core.net_simple_refcount_test;pytorch-master/pytorch-master/caffe2/core/net_simple_refcount_test.cc; 70;  14; 9;7;  42; 0;26;15;36;39;0.33;5;['final'];['CAFFE_ANONYMOUS_VARIABLE_CPUNetSimpleRefCountTest', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_NetSimpleRefCountTest', 'TEST', 'NetSimpleRefCountTestOp', 'RunOnDevice'];[];[];
net_test.cc;C++;pytorch-master.pytorch-master.caffe2.core.net_test;pytorch-master/pytorch-master/caffe2/core/net_test.cc; 1109;  57; 276;13;  772; 3;550;500;200;199;0.07;60;['final', 'final', 'final', 'final', 'final'];['CAFFE_ANONYMOUS_VARIABLE_CPUExecutorHelperDummy', 'CAFFE_ANONYMOUS_VARIABLE_CPUNetTestDummy', 'CAFFE_ANONYMOUS_VARIABLE_CPUNetTestDummy2', 'CAFFE_ANONYMOUS_VARIABLE_CPUNotFinishingOp', 'CAFFE_ANONYMOUS_VARIABLE_CUDANetTestDummy', 'CAFFE_ANONYMOUS_VARIABLE_CUDANetTestDummy2', 'CAFFE_ANONYMOUS_VARIABLE_CPUAsyncErrorOp', 'CAFFE_ANONYMOUS_VARIABLE_CPUSyncErrorOp', 'AsyncErrorNet', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_ExecutorHelperDummy', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_NetTestDummy', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_NetTestDummy2', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_NotFinishingOp', 'checkChainingAndRun', 'checkNumChainsAndRun', 'CreateNetTestHelper', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'testExecution', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_AsyncErrorOp', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_SyncErrorOp', 'ChainErrorNet', 'TEST', 'TEST', 'TEST', 'TEST', 'testProfDAGNetErrorCase', 'AsyncErrorOp', 'CancelAsyncCallback', 'ExecutorHelperDummyOp', 'HasAsyncPart', 'HasAsyncPart', 'HasAsyncPart', 'NetTestDummyOp', 'NotFinishingOp', 'Run', 'Run', 'RunOnDevice', 'RunOnDevice', 'SupportsAsyncScheduling', '~AsyncErrorOp', 'RunOnDevice', 'SyncErrorOp', '~SyncErrorOp'];[];[];
Dot.h;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.include.nomnigraph.Converters.Dot;pytorch-master/pytorch-master/caffe2/core/nomnigraph/include/nomnigraph/Converters/Dot.h; 277;  51; 28;13;  195; 0;115;80;93;52;0.26;12;['DotGenerator'];['convertToDotRecordString', 'convertToDotString', 'convertToDotString', 'convertToDotString', 'defaultEdgePrinter', 'createSubgraph', 'convert', 'convert', 'convertStruct', 'DotGenerator', 'generateNode', 'getOperatorDotString', 'getOperatorSubtreeDotString'];[];[];
OpEnum.h;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.include.nomnigraph.Generated.OpEnum;pytorch-master/pytorch-master/caffe2/core/nomnigraph/include/nomnigraph/Generated/OpEnum.h; 4;  0; 0;0;  4; 0;0;0;0;0;0.00;0;[];[];[];[];
OpNames.h;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.include.nomnigraph.Generated.OpNames;pytorch-master/pytorch-master/caffe2/core/nomnigraph/include/nomnigraph/Generated/OpNames.h; 84;  0; 28;0;  56; 0;56;0;56;0;0.00;0;[];[];[];[];
Algorithms.h;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.include.nomnigraph.Graph.Algorithms;pytorch-master/pytorch-master/caffe2/core/nomnigraph/include/nomnigraph/Graph/Algorithms.h; 213;  44; 18;11;  143; 0;78;50;54;56;0.31;5;[];['createSubgraph', 'induceEdges', 'dominatorTree', 'immediateDominatorMap', 'reachable'];[];[];
Graph.h;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.include.nomnigraph.Graph.Graph;pytorch-master/pytorch-master/caffe2/core/nomnigraph/include/nomnigraph/Graph/Graph.h; 561;  79; 79;14;  392; 0;181;138;163;141;0.20;57;['Edge', 'Graph', 'Node', 'Subgraph'];['Edge', 'head', 'setHead', 'setTail', 'tail', 'createEdge', 'createNode', 'createNode', 'createNode', 'createNodeInternal', 'deleteEdge', 'deleteNode', 'deleteNodes', 'getEdge', 'getEdgeIfExists', 'getEdgesCount', 'getMutableEdges', 'getMutableNodes', 'getNodesCount', 'Graph', 'Graph', 'Graph', 'hasEdge', 'hasEdge', 'hasNode', 'isValid', 'moveEdge', 'moveNode', 'moveSubgraph', 'operator=', 'printEdges', 'printNodes', 'replaceInEdges', 'replaceNode', 'replaceOutEdges', 'swapNodes', '~Graph', 'addInEdge', 'addOutEdge', 'getInEdges', 'getOutEdges', 'Node', 'Node', 'Node', 'Node', 'operator=', 'removeEdgeInternal', 'removeInEdge', 'removeOutEdge', 'setInEdges', 'setOutEdges', 'addEdge', 'addNode', 'getEdges', 'getNodes', 'getNodesCount', 'hasEdge', 'hasNode', 'printEdges', 'printNodes', 'removeEdge', 'removeNode', 'Subgraph'];[];[];
TarjansImpl.h;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.include.nomnigraph.Graph.TarjansImpl;pytorch-master/pytorch-master/caffe2/core/nomnigraph/include/nomnigraph/Graph/TarjansImpl.h; 177;  35; 23;5;  117; 0;56;46;37;76;0.30;4;['Tarjans'];['NodeWrapper', 'NodeWrapper', 'connect', 'connect', 'Tarjans', 'unwrapSubgraph'];[];[];
TopoSort.h;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.include.nomnigraph.Graph.TopoSort;pytorch-master/pytorch-master/caffe2/core/nomnigraph/include/nomnigraph/Graph/TopoSort.h; 84;  17; 11;5;  54; 0;21;24;19;22;0.31;4;['TopoSort'];['topoSort', 'dfs', 'run', 'TopoSort'];[];[];
ControlFlow.h;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.include.nomnigraph.Representations.ControlFlow;pytorch-master/pytorch-master/caffe2/core/nomnigraph/include/nomnigraph/Representations/ControlFlow.h; 185;  20; 23;8;  137; 0;67;64;40;57;0.15;16;['ControlFlowGraph', 'BasicBlock'];['deleteNode', 'ControlFlowGraph', 'ControlFlowGraph', 'ControlFlowGraph', 'createAnonymousFunction', 'createNamedFunction', 'createNode', 'operator=', '~ControlFlowGraph', 'BasicBlock', 'BasicBlock', 'BasicBlock', 'deleteInstruction', 'getInstructions', 'getMutableInstructions', 'hasInstruction', 'insertInstructionBefore', 'moveInstructionBefore', 'operator=', 'pushInstructionNode', 'trackNode', 'untrackNode', '~BasicBlock', 'static_assert', 'remove'];[];[];
NeuralNet.h;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.include.nomnigraph.Representations.NeuralNet;pytorch-master/pytorch-master/caffe2/core/nomnigraph/include/nomnigraph/Representations/NeuralNet.h; 532;  63; 93;27;  354; 0;95;215;78;190;0.18;57;['Annotation', 'AnnotationKind', 'GenericOperator', 'NeuralNetData', 'NNDataKind', 'NeuralNetOperator', 'NNKind', 'NNLayout', 'NNPhi', 'Tensor', 'DataType', 'Layout', 'While'];['impl', 'impl', 'impl', 'impl', 'convertNode', 'createOperator', 'createOutput', 'filter', 'get', 'getConsumers', 'getInputs', 'getInputs', 'getName', 'getOutputs', 'getOutputs', 'getProducer', 'hasConsumer', 'hasInputs', 'hasProducer', 'hasSingleOutputAndConsumer', 'hasUniqueConsumer', 'insertOp', 'matchExternalTensorNode', 'nodeIterator', 'is', 'replaceAllUsesWith', 'replaceAsConsumer', 'replaceProducer', 'impl', 'classof', 'classof', 'impl', 'classof', 'classof', 'classof', 'classof', 'classof', 'impl', 'impl', 'createEdge', 'createNode', 'deleteNode', 'replaceNode', 'Annotation', 'Annotation', 'getKind', '~Annotation', 'GenericOperator', 'GenericOperator', 'getName', 'setName', '~GenericOperator', 'clone', 'getKind', 'getName', 'NeuralNetData', 'NeuralNetData', '~NeuralNetData', 'checkInputsAndOutputs', 'getAnnotation', 'getKind', 'getLayout', 'getMutableAnnotation', 'getName', 'NeuralNetOperator', 'NeuralNetOperator', 'NeuralNetOperator', 'NeuralNetOperator', 'NeuralNetOperator', 'NeuralNetOperator', 'operator=', 'setAnnotation', 'setLayout', '~NeuralNetOperator', 'createUniqueDataNode', 'deleteSubgraph', 'NNModule', 'NNModule', 'NNModule', 'replaceSubgraph', 'replaceSubgraphWithOperator', 'NNPhi', '~NNPhi', 'clone', 'getName', 'getType', 'setName', 'setType', 'Tensor', '~Tensor', 'While', '~While', 'make_unique'];[];[];
Casting.h;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.include.nomnigraph.Support.Casting;pytorch-master/pytorch-master/caffe2/core/nomnigraph/include/nomnigraph/Support/Casting.h; 457;  84; 56;17;  305; 10;87;141;63;154;0.28;28;[];['doit', 'assert', 'cast', 'cast', 'cast', 'cast_or_null', 'cast_or_null', 'cast_or_null', 'dyn_cast', 'dyn_cast', 'dyn_cast', 'dyn_cast_or_null', 'dyn_cast_or_null', 'dyn_cast_or_null', 'isa', 'doit', 'doit', 'doit', 'doit', 'doit', 'doit', 'doit', 'doit', 'doit', 'doit', 'doit', 'doit', 'getSimplifiedValue', 'getSimplifiedValue'];[];[];
Pointer.h;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.include.nomnigraph.Support.Pointer;pytorch-master/pytorch-master/caffe2/core/nomnigraph/include/nomnigraph/Support/Pointer.h; 27;  12; 6;4;  8; 0;1;6;1;3;1.50;1;[];['make_unique'];[];[];
Match.h;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.include.nomnigraph.Transformations.Match;pytorch-master/pytorch-master/caffe2/core/nomnigraph/include/nomnigraph/Transformations/Match.h; 94;  17; 19;6;  54; 0;1;4;1;2;0.31;1;[];['equal'];[];[];
SubgraphMatcher.h;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.include.nomnigraph.Transformations.SubgraphMatcher;pytorch-master/pytorch-master/caffe2/core/nomnigraph/include/nomnigraph/Transformations/SubgraphMatcher.h; 430;  62; 53;10;  308; 0;181;123;96;77;0.20;24;['MatchGraph', 'MatchPredicate', 'SubgraphMatchResult'];['matched', 'notMatched', 'notMatched', 'debugString', 'isNodeMatch', 'isSubgraphMatch', 'isSubgraphMatchInternal', 'replaceSubgraph', 'count', 'excludeFromSubgraph', 'getCount', 'getCriteria', 'getDebugString', 'isNonTerminal', 'MatchPredicate', 'MatchPredicate', 'MatchPredicate', 'MatchPredicate', 'nonTerminal', 'operator=', 'setDebugString', 'shouldIncludeInSubgraph', 'starCount', 'getDebugMessage', 'getMatchedSubgraph', 'getMatchNodeMap', 'isMatch', 'SubgraphMatchResult'];[];[];
AlgorithmsTest.cc;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.tests.AlgorithmsTest;pytorch-master/pytorch-master/caffe2/core/nomnigraph/tests/AlgorithmsTest.cc; 126;  2; 13;2;  109; 0;93;41;57;42;0.02;4;[];['TEST', 'TEST', 'TEST', 'TEST'];[];[];
BinaryMatchImplTest.cc;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.tests.BinaryMatchImplTest;pytorch-master/pytorch-master/caffe2/core/nomnigraph/tests/BinaryMatchImplTest.cc; 123;  38; 13;6;  66; 0;27;40;6;61;0.58;8;[];['exp', 'exp1', 'exp2', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST'];[];[];
GraphTest.cc;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.tests.GraphTest;pytorch-master/pytorch-master/caffe2/core/nomnigraph/tests/GraphTest.cc; 219;  45; 31;6;  137; 0;109;51;76;53;0.33;8;[];['TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST'];[];[];
NeuralNetTest.cc;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.tests.NeuralNetTest;pytorch-master/pytorch-master/caffe2/core/nomnigraph/tests/NeuralNetTest.cc; 97;  25; 15;6;  51; 0;45;16;20;18;0.49;1;[];['TEST'];[];[];
SubgraphMatcherTest.cc;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.tests.SubgraphMatcherTest;pytorch-master/pytorch-master/caffe2/core/nomnigraph/tests/SubgraphMatcherTest.cc; 642;  149; 90;5;  400; 0;213;206;99;309;0.37;18;[];['any', 'getInNode', 'isSubgraphMatch', 'reset', 'testMatchPredicate', 'NonTerminal', 'TestGraphNodePrinter', 'Tree', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'DataFlowTestGraph', 'DataFlowTestGraphCriteria'];[];[];
TarjansImplTest.cc;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.tests.TarjansImplTest;pytorch-master/pytorch-master/caffe2/core/nomnigraph/tests/TarjansImplTest.cc; 58;  0; 8;3;  47; 0;26;29;15;34;0.00;5;[];['TEST', 'TEST', 'TEST', 'TEST', 'TEST'];[];[];
test_util.h;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.tests.test_util;pytorch-master/pytorch-master/caffe2/core/nomnigraph/tests/test_util.h; 120;  53; 15;9;  44; 0;14;25;7;21;1.20;5;['TestClass', 'TestRandom'];['BBPrinter', 'cfgEdgePrinter', 'createGraph', 'createGraphWithCycle', 'createTestNode', 'NNPrinter', 'TestNodePrinter', 'equal', 'TestClass', '~TestClass', 'nextInt', 'TestRandom'];[];[];
TopoSortTest.cc;C++;pytorch-master.pytorch-master.caffe2.core.nomnigraph.tests.TopoSortTest;pytorch-master/pytorch-master/caffe2/core/nomnigraph/tests/TopoSortTest.cc; 73;  0; 7;3;  63; 0;51;28;31;43;0.00;4;[];['TEST', 'TEST', 'TEST', 'TEST'];[];[];
numa.cc;C++;pytorch-master.pytorch-master.caffe2.core.numa;pytorch-master/pytorch-master/caffe2/core/numa.cc; 1;  0; 0;1;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
observer.h;C++;pytorch-master.pytorch-master.caffe2.core.observer;pytorch-master/pytorch-master/caffe2/core/observer.h; 164;  18; 29;4;  114; 0;57;36;48;42;0.16;14;['ObserverBase', 'Observable'];['StartObserver', 'StopObserver', 'debugInfo', 'ObserverBase', 'Start', 'Stop', 'subject', '~ObserverBase', 'AttachObserver', 'DetachObserver', 'NumObservers', 'Observable', 'Observable', 'Observable', 'operator=', 'operator=', 'StartAllObservers', 'StopAllObservers', 'UpdateCache', '~Observable'];[];[];
observer_test.cc;C++;pytorch-master.pytorch-master.caffe2.core.observer_test;pytorch-master/pytorch-master/caffe2/core/observer_test.cc; 182;  2; 19;10;  126; 27;57;66;40;70;0.02;13;['final', 'final'];['CAFFE_ANONYMOUS_VARIABLE_CPUObsTestDummy', 'CAFFE_ANONYMOUS_VARIABLE_CUDAObsTestDummy', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_ObsTestDummy', 'CreateNetTestHelper', 'TEST', 'TEST', 'TEST', 'TEST', 'DummyObserver', '~DummyObserver', 'Start', 'Stop', 'Run'];[];[];
operator.cc;C++;pytorch-master.pytorch-master.caffe2.core.operator;pytorch-master/pytorch-master/caffe2/core/operator.cc; 816;  49; 73;37;  656; 9;339;235;283;225;0.07;37;['C10FlagParser_caffe2_disable_implicit_engine_preference', 'C10FlagParser_caffe2_operator_max_engine_name_length', 'C10FlagParser_caffe2_operator_throw_if_fp_exceptions', 'C10FlagParser_caffe2_operator_throw_if_fp_overflow_exceptions'];['g_global_engine_pref_', 'argumentIndexWithName', '_CreateOperator', 'compute_input_size_', 'CreateOperator', 'g_global_engine_pref', 'g_per_op_engine_pref', 'gDeviceTypeRegistry', 'GetGradientForOp', 'GetTensorShapeOfBlob', 'InferBlobShapesAndTypes', 'InferBlobShapesAndTypesFromMap', 'InferBlobShapesAndTypesFromMap', 'InferBlobShapesAndTypesFromWorkspace', 'LoadInt8TensorInfoOfBlob', 'OpRegistryKey', 'RegistryName', 'RegistryName', 'RegistryName', 'RegistryName', 'SetEnginePref', 'SetGlobalEnginePref', 'SetOpEnginePref', 'SetPerOpEnginePref', 'TryCreateOperator', 'engines', 'GetOperatorLogger', 'GetRegisteredOperators', 'InputTensorShapes', 'OperatorBase', 'OperatorBase', 'RegistryName', 'SetOperatorLogger', 'C10FlagParser_caffe2_disable_implicit_engine_preference', 'C10FlagParser_caffe2_operator_max_engine_name_length', 'C10FlagParser_caffe2_operator_throw_if_fp_exceptions', 'C10FlagParser_caffe2_operator_throw_if_fp_overflow_exceptions'];[];[];
operator_gpu_test.cc;C++;pytorch-master.pytorch-master.caffe2.core.operator_gpu_test;pytorch-master/pytorch-master/caffe2/core/operator_gpu_test.cc; 63;  6; 9;4;  48; 0;15;18;16;25;0.13;9;['JustTest', 'JustTestCUDA', 'JustTestCUDNN'];['CAFFE_ANONYMOUS_VARIABLE_CUDAJustTest', 'CAFFE2_PLEASE_ADD_OPERATOR_SCHEMA_FOR_JustTest', 'TEST', 'Run', 'type', 'Run', 'type', 'Run', 'type'];[];[];
operator_gradient.h;C++;pytorch-master.pytorch-master.caffe2.core.operator_gradient;pytorch-master/pytorch-master/caffe2/core/operator_gradient.h; 337;  70; 34;21;  212; 4;0;0;0;0;0.33;0;[];[];[];[];
operator_schema.cc;C++;pytorch-master.pytorch-master.caffe2.core.operator_schema;pytorch-master/pytorch-master/caffe2/core/operator_schema.cc; 504;  34; 56;8;  410; 0;239;94;153;89;0.08;48;[];['operator<<', 'SparseLengthsFillerHelper', 'SparseSegmentsFillerHelper', 'SparseWeightsFillerHelper', 'AllowInplace', 'AllowInplace', 'AllowOneToOneInplace', 'Arg', 'ArgIsTest', 'CalculateOutput', 'CostInferenceFunction', 'DeviceInferenceFunction', 'DisallowInputFillers', 'EnforceInplace', 'EnforceInplace', 'EnforceOneToOneInplace', 'FillUsing', 'IdenticalTypeAndShape', 'IdenticalTypeAndShapeOfInput', 'IdenticalTypeAndShapeOfInputDim', 'IdenticalTypeAndShapeOfMultipleInputs', 'InheritOnnxSchema', 'Input', 'InputFillers', 'InputsCanCrossDevices', 'NeedsAllInputShapes', 'NumInputs', 'NumInputs', 'NumInputs', 'NumInputs', 'NumInputsOutputs', 'NumOutputs', 'NumOutputs', 'NumOutputs', 'NumOutputs', 'Output', 'OutputCalculator', 'Private', 'SameNumberOfOutput', 'ScalarType', 'SetDoc', 'SupplyDenseFillers', 'TensorInferenceFunction', 'ValueKeyLengthInputFillers', 'ValueLengthInputFillers', 'Verify', 'WeightedValueKeyLengthInputFillers', 'map'];[];[];
